0 1 2
1093 90 110
1093 1 2
1093 11 45
1093 90 134
1093 1 289
1095 13 547
1095 1 7
1095 1 371
1095 9 10
1095 11 50
1095 13 73
1096 13 362
1096 1 3
1096 9 10
1096 1 2
1097 11 45
1097 1 2
1098 1 5
1098 24 3
1098 1 3
1098 1 7
1098 22 76
1099 13 28
1099 1 7
1099 1 2
1099 22 76
1099 1 289
1100 9 10
1100 24 3
1100 1 15
1101 1 2
1101 1 3
1101 1 7
1101 24 3
1102 11 45
1102 13 64
1103 1 2
1104 11 36
1105 1 7
1106 1 235
1106 24 235
1106 1 391
1106 1 375
1107 255 256
1108 1 287
1108 24 508
1108 1 570
1108 1 508
1108 96 542
1108 1 390
1108 529 822
1108 265 266
1108 96 531
1108 1 885
1108 96 543
1108 1 375
1108 90 661
1108 1 1109
1108 1 121
1108 90 577
1108 1 391
1108 99 45
1108 1 7
1110 13 28
1111 13 28
1111 1 3
1112 96 110
1112 96 117
1112 1 15
1112 9 10
1112 1 3
1112 1 7
1113 90 531
1113 1 1114
1113 1 7
1113 1 375
1113 90 661
1113 265 266
1113 1 391
1113 1 235
1113 1 121
1113 90 542
1113 1 287
1113 99 50
1113 90 577
1113 1 390
1113 285 283
1115 367 357
1115 1 7
1115 1 5
1116 13 139
1116 9 10
1116 1 7
1116 13 28
1116 24 3
1116 1 5
1116 83 92
1117 30 600
1117 24 3
1117 30 436
1117 1 341
1117 13 14
1117 1 3
1117 11 35
1117 30 464
1117 1 7
1117 1 2
1117 13 1118
1117 30 420
1117 13 59
1117 1 858
1119 1 15
1119 1 5
1119 30 118
1119 13 435
1119 11 40
1119 30 336
1119 1 341
1119 13 199
1119 30 199
1119 30 436
1119 30 40
1119 1 3
1119 30 420
1119 1 7
1119 83 87
1119 22 336
1119 83 84
1120 99 400
1120 96 543
1120 90 531
1120 1 471
1120 9 923
1120 1 7
1120 529 822
1120 1 375
1120 90 661
1120 1 121
1120 1 391
1120 529 813
1120 90 542
1120 24 508
1121 1 3
1121 1 371
1121 1 382
1121 1 5
1121 1 7
1121 24 3
1122 96 1123
1122 96 134
1122 83 92
1122 83 87
1122 1 5
1122 96 110
1122 1 7
1122 9 10
1122 96 119
1124 1 2
1124 1 5
1124 13 64
1125 1 3
1125 1 5
1125 24 3
1125 22 76
1126 13 64
1126 1 3
1127 1 5
1127 30 464
1127 1 7
1127 1 2
1127 9 10
1127 1 341
1127 22 76
1128 90 154
1128 24 3
1128 83 92
1128 1 5
1128 1 15
1128 13 69
1128 90 115
1128 90 117
1128 1 858
1128 1 7
1128 90 91
1128 83 84
1128 9 10
1128 90 148
1128 1 3
1129 1 2
1129 13 340
1129 24 70
1129 1 101
1129 1 70
1129 1 15
1130 1 15
1130 83 84
1130 11 40
1130 9 10
1130 83 87
1131 13 197
1131 90 106
1131 13 14
1131 83 87
1131 83 84
1131 1 3
1131 22 601
1131 83 92
1131 24 70
1131 9 356
1132 1 7
1132 13 139
1132 24 3
1132 22 76
1132 9 10
1132 1 15
1132 13 108
1133 24 3
1133 1 3
1134 367 45
1135 11 45
1135 1 5
1135 22 76
1135 13 198
1135 1 3
1135 1 2
1135 9 315
1135 1 341
1135 1 314
1135 30 636
1136 24 3
1136 1 15
1136 22 1072
1137 1 5
1137 13 435
1137 24 3
1138 22 76
1138 1 15
1138 11 45
1138 1 2
1139 300 85
1139 9 554
1139 19 76
1139 1 57
1140 13 28
1140 22 76
1140 361 28
1140 9 10
1140 24 3
1141 1 57
1141 300 85
1141 300 197
1141 1 2
1141 1 15
1141 24 346
1142 22 76
1142 13 28
1142 9 10
1142 1 3
1143 13 636
1143 13 197
1143 1 7
1143 22 76
1143 1 3
1143 1 5
1143 24 3
1144 13 139
1144 13 14
1144 1 3
1144 1 15
1144 9 10
1144 13 103
1144 24 3
1144 11 45
1145 11 37
1145 1 371
1145 1 3
1145 83 84
1145 24 3
1145 83 92
1145 13 28
1145 1 2
1145 22 20
1145 13 118
1146 1 5
1146 1 15
1147 1 121
1148 24 238
1149 1 7
1149 1 2
1150 1 3
1150 1 5
1151 9 10
1151 13 14
1151 1 2
1151 797 1152
1151 1 341
1151 11 45
1151 1 7
1151 1 15
1151 1 5
1151 24 3
1151 1 3
1151 1 101
1151 13 73
1151 30 905
1151 13 994
1151 30 14
1151 13 28
1153 13 362
1153 1 5
1153 30 198
1153 1 2
1153 24 3
1153 13 139
1153 13 59
1153 30 901
1153 13 28
1153 1 7
1153 9 10
1153 1 341
1153 13 103
1153 22 76
1154 1 213
1154 24 213
1154 1 7
1155 1 751
1155 1 5
1156 529 822
1156 529 813
1156 90 531
1156 1 391
1156 529 530
1156 96 543
1156 1 375
1156 99 147
1156 265 266
1156 1 508
1156 1 390
1156 1 570
1156 24 508
1156 285 1157
1158 24 3
1158 1 15
1158 1 5
1158 83 92
1158 83 87
1158 9 10
1158 11 12
1159 96 542
1159 96 661
1159 1 7
1159 96 531
1159 96 543
1159 265 1160
1159 1 375
1161 13 64
1161 11 45
1161 1 2
1161 1 751
1162 1 751
1162 90 175
1162 1 289
1162 1 2
1162 90 134
1162 1 15
1162 1 70
1162 1 3
1162 90 117
1162 9 356
1162 13 28
1162 90 87
1162 1 101
1162 24 70
1162 90 92
1162 11 474
1162 90 106
1162 83 87
1163 1 15
1163 13 64
1164 1 169
1164 1 101
1164 367 45
1165 1 5
1165 24 3
1166 22 76
1166 24 3
1166 1 2
1167 1 3
1167 13 64
1167 22 76
1167 24 3
1167 1 5
1168 1 15
1168 13 181
1168 13 107
1168 24 3
1169 22 72
1169 1 3
1170 11 45
1170 30 636
1170 22 76
1170 1 2
1170 13 28
1170 1 3
1170 1 15
1170 13 636
1171 24 3
1171 1 5
1171 9 10
1171 1 7
1171 1 2
1172 1 2
1172 367 45
1172 1 5
1172 361 103
1172 361 198
1172 1 15
1173 13 181
1173 30 996
1173 24 3
1173 9 10
1173 11 45
1173 1 7
1173 1 15
